"unigram","bigram","trigram","freq"
"major","excited","finally",15
"make","along","way",15
"make","healthy","day",15
"make","official","like",15
"man","hammer","everything",15
"management","team","ms",15
"marshall","quick","dudes",15
"matter","experience","important",15
"meet","friends","make",15
"member","management","team",15
"met","line","nd",15
"metaphors","mornings","ramp",15
"might","take","friday",15
"mike","patton","lookalike",15
"million","dollar","baby",15
"months","whenwillitend","sick",15
"morissette","needless","say",15
"morning","heading","quiet",15
"mother","fugger","gets",15
"mouth","another","part",15
"mouth","increase","profits",15
"ms","natasha","ramjohn",15
"much","evidence","doubts",15
"nail","mark","twain",15
"natasha","ramjohn","now",15
"nd","year","university",15
"needless","say","excited",15
"negus","malcolm","x",15
"new","chapter","life",15
"new","week","sun",15
"newest","member","management",15
"news","wp","theme",15
"nex","camera","frys",15
"next","years","almost",15
"nice","pick","bears",15
"nice","rt","starting",15
"night","shakedown","buzz",15
"noticed","ah","ilovemyliife",15
"now","assistant","director",15
"now","job","spoil",15
"now","noticed","ah",15
"now","thanks","letting",15
"nowadays","get","see",15
"number","just","taco",15
"obviously","rising","star",15
"official","like","call",15
"often","say","matter",15
"often","will","always",15
"oh","leaving","ttun",15
"omfg","following","since",15
"one","centralfl","beach",15
"one","dearest","friends",15
"one","song","time",15
"ow","ears","popping",15
"part","body","obscene",15
"partner","crime","liked",15
"party","sunday","pm",15
"patton","lookalike","number",15
"paulo","coelho","novels",15
"people","meet","friends",15
"performance","absolutely","awful",15
"pick","bears","alshon",15
"picture","special","souvenir",15
"pink","promo","sports",15
"place","heart","will",15
"place","know","wants",15
"plan","extra","innings",15
"player","fixing","now",15
"pleased","welcome","newest",15
"pm","get","yer",15
"political","twitter","follower",15
"post","edited","get",15
"prep","day","reading",15
"preparing","rootintootin","weekend",15
"present","win","games",15
"profit","ebay","fees",15
"promo","sports","hub",15
"question","really","much",15
"quick","dudes","knox",15
"quiet","work","time",15
"raffle","release","party",15
"ramjohn","now","assistant",15
"rather","disneyland","kids",15
"rd","string","talent",15
"reading","will","skype",15
"real","finna","text",15
"really","enjoyed","years",15
"really","much","evidence",15
"red","zone","add",15
"regardless","still","weirdly",15
"release","party","sunday",15
"remembered","negus","malcolm",15
"rip","steve","jobs",15
"rises","new","week",15
"rising","star","stealing",15
"rochester","rock","n",15
"rock","columbus","oh",15
"rock","two","vip",15
"room","playmakers","hahahaha",15
"rootintootin","weekend","cuz",15
"rt","like","trivia",15
"rt","starting","fav",15
"sacrificing","present","win",15
"savvy","stemware","ladies",15
"say","feel","like",15
"say","matter","experience",15
"scene","million","dollar",15
"scout","barstow","rather",15
"see","talk","often",15
"selling","ebay","thats",15
"sets","arista","j",15
"shadowed","summer","wednesday",15
"shakedown","buzz","tonight",15
"shared","last","acrl",15
"sharpened","palate","ecstasy",15
"shit","mad","real",15
"shot","believe","goes",15
"shoutout","today","pink",15
"since","last","year",15
"single","lol","cause",15
"skype","author","shadowed",15
"something","change","rd",15
"sony","nex","camera",15
"soon","finished","gig",15
"souvenir","university","graduation",15
"special","place","heart",15
"special","souvenir","university",15
"spent","couple","hours",15
"stand","delivery","seats",15
"star","marshall","quick",15
"star","stealing","girls",15
"start","new","chapter",15
"starting","fav","place",15
"starts","might","take",15
"stealing","girls","hearts",15
"sters","shared","last",15
"still","weirdly","entertaining",15
"string","talent","highway",15
"studying","english","major",15
"stuff","boys","typically",15
"sun","also","sets",15
"sun","rises","new",15
"sunday","night","shakedown",15
"sustained","ballmer","peak",15
"swank","scene","million",15
"take","friday","today",15
"talent","highway","robbery",15
"talk","lack","work",15
"talk","often","will",15
"team","just","sustained",15
"team","ms","natasha",15
"teamster","truck","drivers",15
"tell","inhale","paulo",15
"text","back","now",15
"th","anniversary","assasination",15
"th","follower","go",15
"thanks","follow","great",15
"thanks","letting","us",15
"thanks","shoutout","today",15
"thanks","sweet","face",15
"thats","profit","ebay",15
"theme","generator","create",15
"themes","without","coding",15
"thought","controversial","indeed",15
"tickets","raffle","release",15
"tim","burtons","dark",15
"time","chaos","starts",15
"time","zoo","will",15
"today","first","time",15
"today","pink","promo",15
"today","th","anniversary",15
"tomorrow","love","babe",15
"tonight","pm","get",15
"top","list","best",15
"trivia","got","best",15
"truck","drivers","talk",15
"truly","blessed","met",15
"ttun","room","playmakers",15
"twitter","follower","yes",15
"two","vip","tickets",15
"typically","dare","challenge",15
"u","guys","cool",15
"u","preparing","rootintootin",15
"u","ur","walkthroughs",15
"university","graduation","way",15
"university","next","years",15
"university","studying","english",15
"ur","vids","funny",15
"ur","walkthroughs","wth",15
"us","thought","controversial",15
"video","player","fixing",15
"vids","funny","man",15
"vip","tickets","raffle",15
"wait","bring","daughter",15
"walkthroughs","wth","face",15
"wants","bloody","night",15
"watch","amazing","smile",15
"watch","ur","vids",15
"way","back","really",15
"way","well","truly",15
"web","news","wp",15
"week","sun","also",15
"welcome","newest","member",15
"well","truly","blessed",15
"wewantaustinmahoneverified","becuz","obviously",15
"whenwillitend","sick","human",15
"wifi","hub","let",15
"will","always","hold",15
"will","always","remembered",15
"will","always","top",15
"will","find","beyond",15
"will","skype","author",15
"within","months","whenwillitend",15
"word","mouth","increase",15
"wordpress","themes","without",15
"work","time","chaos",15
"wp","theme","generator",15
"wth","face","cam",15
"year","now","noticed",15
"year","university","next",15
"years","almost","inseparable",15
"years","university","studying",15
"yer","rochester","rock",15
"yes","goes","credibility",15
"zone","add","jay",15
"zoo","will","memorable",15
"able","attain","orgasm",14
"able","go","fix",14
"access","deductible","ins",14
"acid","burn","hour",14
"across","world","honestly",14
"added","saturdays","event",14
"adoption","st","big",14
"adventures","cheese","making",14
"affecting","randy","cross",14
"agree","certainly","gets",14
"ahh","coffee","date",14
"aids","taskforce","greater",14
"air","balloon","pilot",14
"aloha","already","love",14
"aloha","answer","much",14
"aloha","needed","help",14
"alone","highlight","wrestlemania",14
"alone","partner","usually",14
"already","love","place",14
"always","hv","counter",14
"always","seeks","profit",14
"always","smells","really",14
"anderson","round","can",14
"answer","aloha","already",14
"answer","much","deeper",14
"answered","whats","dont",14
"anything","say","say",14
"anything","suppose","mind",14
"around","knew","bell",14
"around","wish","send",14
"artist","ecstatic","track",14
"ate","breakfaststime","get",14
"attain","orgasm","alone",14
"awh","thanks","girl",14
"awww","know","made",14
"back","simmer","hoping",14
"back","us","miss",14
"balloon","pilot","video",14
"band","panic","cosco",14
"believe","answer","aloha",14
"bell","going","ring",14
"benefit","aids","taskforce",14
"big","crib","something",14
"big","customer","addition",14
"bih","shaped","like",14
"bingo","tonight","twist",14
"bit","navel","gazing",14
"bit","swallow","feel",14
"black","cherry","flavor",14
"blake","post","move",14
"boats","lake","tomorrow",14
"book","giveaways","ready",14
"born","first","pc",14
"born","just","week",14
"bother","looking","time",14
"brain","started","spread",14
"break","sydney","new",14
"breakfaststime","get","work",14
"bring","fresh","batteries",14
"builders","gourmet","night",14
"calls","interviews","week",14
"can","bench","press",14
"can","buy","copy",14
"can","handcuff","anyday",14
"captioning","teletubbies","episode",14
"cardboard","boats","lake",14
"care","year","old",14
"carmel","hs","student",14
"certainly","gets","job",14
"chair","hot","air",14
"chatter","rang","ears",14
"cheer","worst","yet",14
"cheese","making","will",14
"chills","will","released",14
"cleveland","come","meet",14
"clock","ticked","monotone",14
"closed","captioning","teletubbies",14
"club","pm","proceeds",14
"coffee","date","perhaps",14
"college","easier","high",14
"come","meet","staff",14
"come","paycheck","can",14
"come","see","pmpm",14
"coming","back","simmer",14
"coming","back","us",14
"coming","later","week",14
"coming","weeks","bit",14
"commodore","like","mcdonalds",14
"communication","problems","lol",14
"community","dtl","great",14
"contradiction","spread","word",14
"cool","rt","spent",14
"coolest","flow","love",14
"corrects","pleasure","servant",14
"cos","longer","want",14
"couldnt","stand","somewhere",14
"counter","counter","counter",14
"counter","counter","sadly",14
"counter","sadly","ur",14
"course","will","randomly",14
"crib","something","like",14
"crockpot","slowly","coming",14
"custom","production","session",14
"customer","service","give",14
"customer","service","telecoms",14
"daughter","born","just",14
"dave","smoley","will",14
"day","make","feel",14
"day","sure","theyd",14
"day","w","tip",14
"days","utopia","dropping",14
"deductible","ins","cos",14
"deeper","profoundly","impactful",14
"deeper","shade","soul",14
"defend","spread","medicine",14
"dermabrasion","since","moved",14
"design","team","looking",14
"di","final","mix",14
"didnt","bother","looking",14
"didnt","much","paranoia",14
"didnt","really","least",14
"dietribes","see","usffw",14
"discuss","early","adoption",14
"done","one","way",14
"done","sweated","egdes",14
"dont","think","wound",14
"drag","bingo","tonight",14
"drinking","statistics","just",14
"dropping","last","visual",14
"dtl","great","experience",14
"due","medical","technology",14
"due","projectsanyways","chills",14
"dvrd","wear","ugly",14
"dwts","boyfriend","video",14
"early","adoption","st",14
"ears","palms","sweating",14
"easier","high","school",14
"eating","commodore","like",14
"ecstatic","track","made",14
"effects","di","final",14
"egdes","lol","seriously",14
"either","gislenus","couldnt",14
"email","big","news",14
"email","responses","questions",14
"entrance","alone","highlight",14
"equation","must","learn",14
"escaped","vegas","spreading",14
"especially","grey","year",14
"essential","practice","zen",14
"ethical","treatment","zombies",14
"even","tho","week",14
"event","live","holiday",14
"ever","come","paycheck",14
"every","equation","must",14
"everyone","wait","run",14
"excellent","customer","service",14
"experience","excellent","customer",14
"fake","sometimes","makes",14
"family","day","sure",14
"feel","acid","burn",14
