"unigram","bigram","trigram","quadgram","freq"
"goes","credibility","carry","torch",15
"good","morning","heading","quiet",15
"goodnight","justin","great","day",15
"got","best","kind","comin",15
"graduate","start","new","chapter",15
"graduation","way","back","really",15
"great","day","tomorrow","love",15
"guys","cool","brb","crying",15
"hammer","everything","looks","like",15
"happening","sters","shared","last",15
"heading","barstow","location","scout",15
"heading","quiet","work","time",15
"heart","will","always","top",15
"hearts","one","song","time",15
"hester","red","zone","add",15
"hilary","swank","scene","million",15
"hm","curious","exception","tell",15
"hold","special","place","heart",15
"hope","mother","fugger","gets",15
"hope","will","find","beyond",15
"hours","listening","teamster","truck",15
"hub","let","attendees","access",15
"iconiacz","u","guys","cool",15
"imagine","espn","wifi","hub",15
"important","people","meet","friends",15
"inhale","paulo","coelho","novels",15
"innings","sacrificing","present","win",15
"innovation","led","consumers","leads",15
"inseparable","quickly","became","one",15
"issue","video","player","fixing",15
"j","jive","details","metaphors",15
"jeffery","already","star","marshall",15
"jive","details","metaphors","mornings",15
"julian","coryell","soon","finished",15
"jus","look","u","preparing",15
"just","found","sony","nex",15
"just","sustained","ballmer","peak",15
"justin","great","day","tomorrow",15
"k","followers","within","months",15
"kind","comin","tomorrow","pm",15
"kind","funny","dumb","stuff",15
"know","wants","bloody","night",15
"knox","hester","red","zone",15
"last","acrl","conference","us",15
"last","year","now","noticed",15
"leads","word","mouth","increase",15
"league","concession","stand","delivery",15
"leaving","ttun","room","playmakers",15
"led","consumers","leads","word",15
"let","attendees","access","fantasy",15
"life","live","last","night",15
"life","often","say","matter",15
"like","call","fans","iconiacz",15
"like","make","official","like",15
"like","nail","mark","twain",15
"like","trivia","got","best",15
"liked","call","back","nowadays",15
"line","nd","year","university",15
"list","best","friends","concerned",15
"listen","sunday","night","shakedown",15
"listening","teamster","truck","drivers",15
"location","scout","barstow","rather",15
"lol","adhd","shit","mad",15
"lol","cause","now","job",15
"long","shot","believe","goes",15
"look","u","preparing","rootintootin",15
"lookalike","number","just","taco",15
"looks","like","nail","mark",15
"mad","real","finna","text",15
"major","excited","finally","graduate",15
"make","along","way","well",15
"make","healthy","day","everyone",15
"make","official","like","call",15
"man","hammer","everything","looks",15
"management","team","ms","natasha",15
"marshall","quick","dudes","knox",15
"matter","experience","important","people",15
"meet","friends","make","along",15
"member","management","team","ms",15
"met","line","nd","year",15
"might","take","friday","today",15
"mike","patton","lookalike","number",15
"months","whenwillitend","sick","human",15
"morissette","needless","say","excited",15
"morning","heading","quiet","work",15
"mother","fugger","gets","good",15
"mouth","another","part","body",15
"ms","natasha","ramjohn","now",15
"natasha","ramjohn","now","assistant",15
"nd","year","university","next",15
"new","chapter","life","often",15
"new","week","sun","also",15
"newest","member","management","team",15
"news","wp","theme","generator",15
"nex","camera","frys","selling",15
"next","years","almost","inseparable",15
"nice","pick","bears","alshon",15
"nice","rt","starting","fav",15
"night","shakedown","buzz","tonight",15
"now","job","spoil","anyone",15
"now","noticed","ah","ilovemyliife",15
"now","thanks","letting","us",15
"nowadays","get","see","talk",15
"obviously","rising","star","stealing",15
"official","like","call","fans",15
"often","say","matter","experience",15
"often","will","always","hold",15
"oh","leaving","ttun","room",15
"omfg","following","since","last",15
"one","centralfl","beach","frequent",15
"one","dearest","friends","partner",15
"ow","ears","popping","metro",15
"partner","crime","liked","call",15
"patton","lookalike","number","just",15
"people","meet","friends","make",15
"pick","bears","alshon","jeffery",15
"picture","special","souvenir","university",15
"pink","promo","sports","hub",15
"place","heart","will","always",15
"place","know","wants","bloody",15
"plan","extra","innings","sacrificing",15
"player","fixing","now","thanks",15
"pleased","welcome","newest","member",15
"pm","get","yer","rochester",15
"political","twitter","follower","yes",15
"post","edited","get","savvy",15
"prep","day","reading","will",15
"preparing","rootintootin","weekend","cuz",15
"question","really","much","evidence",15
"quick","dudes","knox","hester",15
"quickly","became","one","dearest",15
"quiet","work","time","chaos",15
"raffle","release","party","sunday",15
"ramjohn","now","assistant","director",15
"rd","string","talent","highway",15
"reading","will","skype","author",15
"real","finna","text","back",15
"really","enjoyed","years","university",15
"really","much","evidence","doubts",15
"red","zone","add","jay",15
"regardless","still","weirdly","entertaining",15
"release","party","sunday","pm",15
"remembered","negus","malcolm","x",15
"rises","new","week","sun",15
"rising","star","stealing","girls",15
"rochester","rock","n","roll",15
"rock","columbus","oh","leaving",15
"rock","two","vip","tickets",15
"rt","like","trivia","got",15
"rt","starting","fav","place",15
"sacrificing","present","win","games",15
"say","matter","experience","important",15
"scene","million","dollar","baby",15
"scout","barstow","rather","disneyland",15
"see","talk","often","will",15
"selling","ebay","thats","profit",15
"sets","arista","j","jive",15
"shakedown","buzz","tonight","pm",15
"shared","last","acrl","conference",15
"shit","mad","real","finna",15
"shot","believe","goes","senators",15
"shoutout","today","pink","promo",15
"since","last","year","now",15
"single","lol","cause","now",15
"skype","author","shadowed","summer",15
"something","change","rd","string",15
"sony","nex","camera","frys",15
"soon","finished","gig","alanis",15
"souvenir","university","graduation","way",15
"special","place","heart","will",15
"special","souvenir","university","graduation",15
"spent","couple","hours","listening",15
"star","marshall","quick","dudes",15
"star","stealing","girls","hearts",15
"start","new","chapter","life",15
"starting","fav","place","know",15
"starts","might","take","friday",15
"stealing","girls","hearts","one",15
"sters","shared","last","acrl",15
"string","talent","highway","robbery",15
"studying","english","major","excited",15
"stuff","boys","typically","dare",15
"sun","also","sets","arista",15
"sun","rises","new","week",15
"sunday","night","shakedown","buzz",15
"sustained","ballmer","peak","hours",15
"swank","scene","million","dollar",15
"take","friday","today","whatever",15
"talk","often","will","always",15
"team","just","sustained","ballmer",15
"team","ms","natasha","ramjohn",15
"teamster","truck","drivers","talk",15
"tell","inhale","paulo","coelho",15
"th","anniversary","assasination","will",15
"th","follower","go","k",15
"thanks","follow","great","nonprofit",15
"thanks","letting","us","know",15
"thanks","shoutout","today","pink",15
"thats","profit","ebay","fees",15
"theme","generator","create","wordpress",15
"tickets","raffle","release","party",15
"time","chaos","starts","might",15
"time","zoo","will","memorable",15
"today","first","time","zoo",15
"today","pink","promo","sports",15
"today","th","anniversary","assasination",15
"tomorrow","love","babe","xx",15
"tonight","pm","get","yer",15
"top","list","best","friends",15
"trivia","got","best","kind",15
"truck","drivers","talk","lack",15
"truly","blessed","met","line",15
"ttun","room","playmakers","hahahaha",15
"twitter","follower","yes","goes",15
"two","vip","tickets","raffle",15
"u","guys","cool","brb",15
"u","preparing","rootintootin","weekend",15
"u","ur","walkthroughs","wth",15
"university","graduation","way","back",15
"university","next","years","almost",15
"university","studying","english","major",15
"ur","vids","funny","man",15
"ur","walkthroughs","wth","face",15
"us","thought","controversial","indeed",15
"video","player","fixing","now",15
"vip","tickets","raffle","release",15
"wait","bring","daughter","today",15
"walkthroughs","wth","face","cam",15
"watch","ur","vids","funny",15
"way","back","really","enjoyed",15
"way","well","truly","blessed",15
"web","news","wp","theme",15
"week","sun","also","sets",15
"welcome","newest","member","management",15
"well","truly","blessed","met",15
"wewantaustinmahoneverified","becuz","obviously","rising",15
"wifi","hub","let","attendees",15
"will","always","hold","special",15
"will","always","remembered","negus",15
"will","always","top","list",15
"will","find","beyond","hopes",15
"will","skype","author","shadowed",15
"within","months","whenwillitend","sick",15
"word","mouth","increase","profits",15
"wordpress","themes","without","coding",15
"work","time","chaos","starts",15
"wp","theme","generator","create",15
"wth","face","cam","add",15
"year","now","noticed","ah",15
"year","university","next","years",15
"years","almost","inseparable","quickly",15
"years","university","studying","english",15
"yer","rochester","rock","n",15
"yes","goes","credibility","carry",15
"zone","add","jay","cutler",15
"able","attain","orgasm","alone",14
"able","go","fix","problem",14
"access","deductible","ins","cos",14
"across","world","honestly","believe",14
"added","saturdays","event","live",14
"adoption","st","big","customer",14
"adventures","cheese","making","will",14
"agree","certainly","gets","job",14
"ahh","coffee","date","perhaps",14
"aids","taskforce","greater","cleveland",14
"air","balloon","pilot","video",14
"aloha","already","love","place",14
"aloha","answer","much","deeper",14
"aloha","needed","help","heal",14
"alone","partner","usually","included",14
"already","love","place","wound",14
"always","hv","counter","counter",14
"always","seeks","profit","others",14
"always","smells","really","good",14
"anderson","round","can","handcuff",14
"answer","aloha","already","love",14
"answer","much","deeper","profoundly",14
"answered","whats","dont","think",14
"anything","say","say","anything",14
"anything","suppose","mind","winter",14
"around","knew","bell","going",14
"around","wish","send","anderson",14
